"collecting_method","guid","othercatalognumbers","accn_number","scientific_name","collectors","preparators","country","state_prov","county","spec_locality","verbatim_date","parts","dec_lat","dec_long","coordinateuncertaintyinmeters","age","sex","coll_method_2","coll_method_4","coll_method_3","coll_method_5","coll_method_6","coll_NAs","coll_method_7","coll_method","genus"
"0","MVZ:Bird:179462","collector number=1934","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","37.00; male; testis 9 x 6 mm; medium cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179463","collector number=1935","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","40.10; male; testis 12 x 7 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179464","collector number=1936","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179465","collector number=1937","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","40.70; male; testis 10 x 7 mm; medium cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179466","collector number=1938","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; first year? tail","41.50; male; testis 10 x 7 mm; medium cloacal protuberance; adult skull; first year? tail; no fat; irides red-orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179467","collector number=1939","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","7-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","42.70; male; testis 11 x 8 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179468","collector number=1942","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; first year wings and tail","39.50; male; testis 7 x 5 mm; medium cloacal protuberance; adult skull; first year wings and tail; no fat; irides orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179469","collector number=1943","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","38.00; male; testis 10 x 7 mm; medium cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179470","collector number=1944","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","37.50; male; testis 12 x 7 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; irides red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179471","collector number=1945","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult? wings and tail","37.70; male; testis 11 x 8 mm; large cloacal protuberance; adult skull; adult? wings and tail; no fat; irides red-orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179472","collector number=1946","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; adult wings and tail","38.00; male; gonads shot; medium cloacal protuberance; adult skull; adult wings and tail; no fat; irides red-orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179473","collector number=1947","13475","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","8-Apr-00","skin, study; tissue",39.27833333,-121.2983333,499,"adult skull; first year wings and tail","40.20; male; testis 9 x 6 mm; medium cloacal protuberance; adult skull; first year wings and tail; no fat; irides pale orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179474","collector number=1950","13475","Aimophila ruficeps ruficeps","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 3.5 mi N and 0.5 mi W Smartville","9-Apr-00","skin, study; tissue",39.2584115,-121.3068958,2066,"adult skull","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Aimophila"
"0","MVZ:Bird:179475","collector number=1949","13475","Chondestes grammacus strigatus","Carla Cicero",NA,"United States","California","YUBA ","University of California Sierra Foothill Range Field Station, 4.5 mi N Smartville","6-Apr-00","skin, study; tissue; tissue sample",39.27833333,-121.2983333,499,"adult skull","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Chondestes"
"0","MVZ:Bird:179476","collector number=1981","13476","Vireo gilvus swainsoni","Carla Cicero",NA,"United States","California","MONTEREY ","Arnold Cabin Rd., Hastings Natural History Reservation","29-Apr-00","skin, study; tissue",36.371327,-121.5645284,1746,"adult skull","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Vireo"
"0","MVZ:Bird:179477","collector number=1980","13476","Leiothlypis celata lutescens","Carla Cicero",NA,"United States","California","MONTEREY ","Arnold Cabin Rd., Hastings Natural History Reservation","29-Apr-00","skin, study; tissue; tissue sample; tissue sample",36.371327,-121.5645284,1746,"adult skull","9.50; male; testis 4 x 3 mm; adult skull; no fat; no molt","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Leiothlypis"
"0","MVZ:Bird:179478","collector number=1977","13476","Pheucticus melanocephalus maculatus","Carla Cicero",NA,"United States","California","MONTEREY ","Robertson Creek, Hastings Natural History Reservation","28-Apr-00","skin, study; tissue",36.375,-121.5566667,503,"adult skull","45.50; male; testis 12 x 10 mm; adult skull; no fat; no molt","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pheucticus"
"0","MVZ:Bird:179479","collector number=1978","13476","Pheucticus melanocephalus maculatus","Carla Cicero",NA,"United States","California","MONTEREY ","Robertson Creek, Hastings Natural History Reservation","29-Apr-00","skin, study; tissue",36.375,-121.5566667,503,"adult skull","40.00; male; testis 12 x 9 mm; adult skull; no fat; no molt","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pheucticus"
"0","MVZ:Bird:179480","collector number=1979","13476","Pheucticus melanocephalus maculatus","Carla Cicero",NA,"United States","California","MONTEREY ","Robertson Creek, Hastings Natural History Reservation","29-Apr-00","skin, study; tissue",36.375,-121.5566667,503,"adult skull","female","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pheucticus"
"0","MVZ:Bird:179694","collector number=2054","13493","Sturnus vulgaris vulgaris","Carla Cicero",NA,"United States","California","ALAMEDA ","Clark Kerr campus, University of California, Berkeley","27-Apr-00","whole organism; tissue",37.8647874,-122.2463445,378,"nestling","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Sturnus"
"0","MVZ:Bird:179726","collector number=2084","13504","Setophaga townsendi","Carla Cicero",NA,"United States","California","ALAMEDA ","Montclair, Oakland","28-Aug-00","skeleton; tissue",37.83183,-122.20748,1621,"large skull windows","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Setophaga"
"0","MVZ:Bird:179728","collector number=2086","13506","Spinus tristis salicamans","Carla Cicero; Yair Chaver",NA,"United States","California","ALAMEDA ","Grizzley Peak Blvd., 1 mi S of steam train, Tilden Park, Berkeley","1-Aug-00","skeleton; tissue; tissue sample",37.86848,-122.21534,1782,"adult skull","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Spinus"
"0","MVZ:Bird:179785","collector number=2150","13522","Cyanocitta stelleri frontalis","Carla Cicero",NA,"United States","California","PLUMAS ","Deanes Valley Rd., 1 mi S and 1 mi E town of Meadow Valley","27-Oct-00","skin, study; tissue",39.925,-121.0433333,265,"adult skull; adult wings and tail","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Cyanocitta"
"0","MVZ:Bird:179786","collector number=2151","13522","Cyanocitta stelleri frontalis","Carla Cicero",NA,"United States","California","PLUMAS ","Deanes Valley Rd., 1 mi S and 1 mi E town of Meadow Valley","27-Oct-00","skin, study; tissue",39.925,-121.0433333,265,"adult skull; adult wings and tail","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Cyanocitta"
"0","MVZ:Bird:179811","collector number=2169","13555","Aphelocoma californica californica","Carla Cicero",NA,"United States","California","CONTRA COSTA ","Alhambra Valley Rd., 0.5 mi from junction with Bear Creek Rd.","20-May-00","skin, study; tissue; tissue sample",37.9662946,-122.2059186,1822,"skull unossified","male","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Aphelocoma"
"0","MVZ:Bird:179812","collector number=2248","13556","Columba livia ssp.","Carla Cicero",NA,"United States","California","CONTRA COSTA ","Ascot Drive near junction with Moraga Rd., Moraga","4-Feb-01","skin, study; tissue",37.8599227,-122.1346272,174,"Adult","female","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Columba"
"0","MVZ:Bird:179820","collector number=2260","13561","Melozone crissalis petulans","Carla Cicero",NA,"United States","California","CONTRA COSTA ","Hall Drive, Orinda","9-Jun-01","skin, study; tissue",37.86143,-122.15246,695,"adult skull","female","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Melozone"
"0","MVZ:Bird:179522","collector number=7040","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","40.30; male; testis 13 x 7 mm; adult skull; no fat; iridescent dull orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179523","collector number=7041","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","38.30; male; testis 12 x 6 mm; adult skull; no fat; iridescent bright orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179524","collector number=7042","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","34.30; male; testis 12 x 9 mm; adult skull; no fat; iridescent bright orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179525","collector number=2006","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; adult wings and tail","36.70; male; testis 10 x 8 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; iridescent red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179526","collector number=2007","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; adult (?) wings and tail","38.50; male; testis 13 x 9 mm; large cloacal protuberance; adult skull; adult (?) wings and tail; no fat; iridescent red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179527","collector number=2008","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; first year (?) wings and tail","37.30; male; testis 9 x 7 mm; medium cloacal protuberance; adult skull; first year (?) wings and tail; no fat; iridescent red-orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179528","collector number=2009","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","31-May-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; adult wings and tail","38.70; male; testis 12 x 8 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; iridescent red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179529","collector number=7043","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","37.40; male; testis 10 x 8 mm; medium cloacal protuberance; adult skull; no fat; iridescent dull orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179530","collector number=7044","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","36.10; male; testis 11 x 8 mm; medium cloacal protuberance; adult skull; no fat; iridescent red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179531","collector number=7045","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","39.00; male; testis 13 x 10 mm; medium cloacal protuberance; adult skull; no fat; iridescent dull red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179532","collector number=7046","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","38.30; male; testis 13 x 8 mm; medium cloacal protuberance; adult skull; no fat","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179533","collector number=7047","13483","Pipilo maculatus ssp.","Ned K. Johnson",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull","female","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179534","collector number=2010","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; adult wings and tail","36.00; male; testis 15 x 8 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; iridescent red","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
"0","MVZ:Bird:179535","collector number=2011","13483","Pipilo maculatus ssp.","Carla Cicero",NA,"United States","California","LOS ANGELES ","Upper Shake Campground, 3 mi S and 4 mi E Three Points","1-Jun-00","skin, study; tissue; tissue sample",34.69,-118.53,510,"adult skull; adult wings and tail","34.20; male; testis 10 x 8 mm; large cloacal protuberance; adult skull; adult wings and tail; no fat; iridescent red-orange","unknown","unknown","unknown","unknown","unknown","unknown","unknown","active","Pipilo"
